0x0000000000004946c0e9F43F4Dee607b0eF1fA1c,$0.089905,
0x000041c033369e4fDE92172388Cb7f9B48BE8c78,,
0x0079A404C09ddD8950Cd3dAb6244F0c1bD96E126,,
0x009d11Fe629ac307C297FeD504E653e6F001CC87,,
0x00dec796bC11E6Fb8B5DA13662cBd06720603257,,
0x017bBa5d5D32feb687FDAfB9700418d55dAad091,,
0x02EffC88540E879C17AAf97d6E0cE041C5baF476,,
0x04C271ef0E8dD18A24C194aE7E72d74398B3B4b0,,
0x065E8FcbC9A065eA25d159123b1707186d96Cbf1,,
0x0ae2B37C8FFB170f82BB1ffE6956fbA804c85BcE,,
0x0C44012eB1dABa3bBc5d9CE7f5F4483f38f12b09,,
0x0de53f2d8c2c368a2B5B14000B7B8B5D4a1cEe61,,
0x0F3ce9be205D4abCF3eC2aEA83c35cC16FB8a415,,
0x1003121081a78704DF3F8CAFfDdd485052588878,,
0x10b0b1827622483f61d9Ed783C84dcb1DAda3c09,,
0x1195EC3F7c265b5275550247B31dF2de2d81A879,,
0x124c801606Be4b90bb46Fbb03fc0264B461B821B,,
0x147c69826e1b19e01854EBE0a26b1bB8e8509F6F,,
0x1843D7696373FD543c3673e3cde6119c9d1bD295,,
0x18F8e5A68c15F94977Eb7E5a22df0C8baaD69a7C,,
0x1a447823e455Afb26537F09CFaC73Fa0a9940471,,
0x1A94656A6245379bC0d9c64C402197528EdB2bD1,,
0x1b22C32cD936cB97C28C5690a0695a82Abf688e6,,
0x1c8Af6656D9E882b5682f226Ec1662AA69b6678d,,
0x1D165b6AD214e2944209c656BACf20430E03a931,,
0x1EEC114f344c965D43439bAfd4dD0c0637DF60d7,,
0x20B495af424946976B71597Bc41C5B516eebfa1a,,
0x22C1f6050E56d2876009903609a2cC3fEf83B415,,
0x258A6A0cc58Cfa91C552Da39B8D63b04c178243d,,
0x2594d80da5f2e4f742D1E479eb9408aAD132D0Bd,,
0x28Be79bD9ac609876B03f692d8d85278D8cBc2F3,,
0x29E240CFD7946BA20895a7a02eDb25C210f9f324,,
0x2a4D9Aa94f7d5Ee5651EbcF94D6e12CD34232433,,
